Iktatószám,Státusz,Felelős,Igény dátuma,Fizetendő,Gépállás,Teljesítés dátuma,Áttárolás száma,Msz,Megrendelő,Géptípus,Igény,Megjegyzés (email),Megjegyzés GYE
SZÉV2019-0100,1,IMP,01.30,1,0,,,SZÉV,SZÉV Tartalék,MM-760,10-00005781-00 Tartalék / MM-430 / Főorsó szíj / 5GT/675x30 mm,"02.15. LR:Sikerült elindítanod a 675-5GT-30 szíj rendelését, mert nem látom az importban?
Ha még nem, akkor rendelj légy szíves 10 db-ot az 5 helyett és kellene 675-5GT-40-ből (ez 40 mm széles) is 3 db.
Repülővel jöjjön, jövő héten felhasználjuk az utolsó darabot!
02.15. SZE:Mátrmint hogy elindítani? Megrendeltem még akkor, benne van az importban... Fizetni kell előre, úgyhogy jelezzétek mindig , amikor aktuálissá válik, mert az, hogy nem sürgős, azt nem tudom időponthoz kötni, hogy mikor tegyük be utalásba. 
(2019/00355 - NCT_PI-108013011 - Microcut -Tartalék/ MM-430/Timing belt 5GT-30-675 -300USD) 
Akkor rendelek még 5dbot.. a 40mm széles is MM-430 -as szíj?
02.15. LR:Igen, jöhet még 5 db. Igen, a 40 széles is MM-760-ra való, csak ritkábban használjuk.
03.29. 5db beérkezett, még várunk 5db-ot",
SZÉV2019-0101,0,GYE,02.27,,,02.28,,,Precision,SC-32,kenőtáp,"a mellékelt képen látható Model-JY-19B olajpumpa az Önöktől vásárolt SC-32 esztergagépünkön található.
Érdeklődni szeretnék, hogy Önök forgalmaznak-e ilyet.","02.28. EG: ma berekül egy kiváltó típus, próbáljuk ki, hogy jó-e"
SZÉV2019-0102,0,"GYE
IJ",02.27,,0,03.05,,-,SZÉV Tartalék,Kondia B-640,SZÉV2019-0102 Igény - Heidenhain QAN-200U felújítás tartaléknak,"- 1 db NSK 6206TCG12P4
- 1 pár GMN S6208 C TXM A7 (ferdehatású, = NSK 7208CTRDULP3);",03.05. IJ: Ma bekerül
SZÉV2019-0103,0,"GYE
IJ
EG",03.01,,1,03.14,,M14328,Dendrit,MM-760,"csapágy
tányérrugó","3(+3) db 7012CTRSULP4
68(+68) db 10-00012545-00 tányérrugó 34.00 mm x 16.30 mm x 2.00 mm (din 2093 rugóacél)
03.06:főorsó elpostázva Losonczihoz köszörülésre;","03.13. EG
- csapágyak - már megkapta a SZÉV
- tányérrugók - a holnapi nap folyamán megkapja a SZÉV
- főorsó - utánanézünk, hogy nem került-e Taksonyba
03.14. SA: főorsó: Ma bekerül a SZÉV-be. 
03.14. EG: tányérrugó: beérkezett, ma bekerül a SZÉV-be"
SZÉV2019-0104,0,GYE,03.04,,0,03.04,,SZÉV,CNC Bakony Kft.,TNL-100AHD,nyomásmérő óra," telefonon jelzett hidraulika folyás oka az egyik nyomás mérő műszer meghibásodása.
Mellékletben küldöm az erről készült képet.","Nyomásmérő óra 60 bar , glicerines csillapítással, hátsó csatlakozással.
Skála:        0-60 bar
Pontosság:        1,6%
Óra átmérő:        63 mm
Menetes csatlakozó:        1/4"" BSP
03.04. SA: Ma bekerül"
SZÉV2019-0105,0,"GYE
IJ
EG",03.04,,0,03.18,,M17272,NCT Taksony,Kondia B-640,"csapágyak
tányérrugók
főorsó kúpköszörülés","2 db 7010CTRSULP4 vagy 1 pár 7010CTRDULP4, 
2 db 7012CTRSULP4 vagy 1 pár 7012CTRDULP4, 
62 db DIN 2093 31.50 mm x 16.30 mm x 2 mm

Megjegyzés1: a főorsó kúpot odatettem a Taksonyba asztalra!
Megjegyzés2: az eredeti csapágyak NTN 7010UCG/GNP4 és NTN 7012UCG/GNP4, csatoltam a képeket
Megjegyzés3: a főorsó menesztő diók közül az egyik törött, és a másik is sérült, cseréjük szükséges","03.18: BD: Megkaptuk a csapágyakat, tányérrugókat, kúpot, köszönjük!"
SZÉV2019-0106,0,IMP,03.05,,0,07.19,2019/000000616,M17244/P18031,Gamma Műszaki,MM-850,1 db Walrus TPHK2T3-3 szivattyú,"Megjegyzés1: az ügyfél gépén jelenleg Grundfos MTH2-30/3 vízszivattyú van, de kevesli a szivattyú által előállított víznyomást. Az ügyfél egy másik gépén egy Walrus TPHK2T3-3 szivattyú van, azzal meg van elégedve, így egy ugyanolyanra kér ajánlatot.
Megjegyzés2: katalógusi adatok alapján a Grundfos és a Walrus szivattyúk furatkörei és merülési mélységei megegyeznek.","04.08. EG: Tudomásom szerint nincs raktáron, de 03.15-én meg lett rendelve importból!
07.30. BD: beérkezett"
SZÉV2019-0107,0,"GYE
IJ",03.05,1,1,03.19,ok,,HAUNI,Helyzetfúró Célgép,csapágyak,"Igény: 4 db (vagy 2 pár) 7014UAD GNP4, 25°-os hatásvonalú csapágyakra árajánlat;
03.05. elküldve a főorsó Losonczinak köszörülésre;","03.05. IJ Fizetendő
03.22. EG: 03.19. beérkezett egyből a SZÉV-be"
SZÉV2019-0108,0,IMP,03.05,,0,04.08,,M16051,Goodwill Trade,TCS-2000DT,1 db Baruffaldi TBHMA-200 hajtott szerszám kuplungagy,"Gépépítő elem: revolverfej
Gyártója és típusa: Baruffaldi TBHMA-200 VDI40, hidraulikus, 12 helyes, hajtott szerszámos
Gyártási kód: K56.A020.2141C81.06
Azonosítószám: 13239/2016
Igény: árajánlatot és szállítási határidőt kérünk 1 db Kuplungagyra
03.06. Babett:Baruffaldi ajánlata mellékelve.425 Eurofeladás: 03.12.Mielőbb szóljatok, ha rendeljem meg.
kiajánlva az üf-nek;
03.11. üf még nem rendelte meg;
03.29. üf még nem rendelte meg;
04.03. üf megrendelte;",
SZÉV2019-0109,0,"GYE
EG",03.05,,0,04.12,,-,SZÉV Tartalék,-,1 db BEGA csapágylehúzó készlet,"Igény: 1 db BEGA Special Tools - 793100 Accessory set for BETEX HP 83

Megjegyzés1: 2019 januárban megrendelt BEGA Special Tools Betex 8 tonnás hidraulikus csapágylehúzóhoz szeretnénk megrendelni a hozzátartozó kiegészítő patkós lehúzó készletet. Csatoltam azt az árajánlatot, melyben a karmos hidraulikus lehúzó szerepel és ahonnan végül megrendeltük.
Megjegyzés2: Lehúzó készlet weboldala
Megjegyzés3: mivel sokat utazik a két telephely között a taksonyi patkós lehuzató készlet, így szeretnénk Smici műhelyébe is egy ilyen készletet.","03.22. Kisscsapágy - ÁRAJÁNLAT - SZÉV2019-0109 - BEGA csapágylehúzó készlet
03.29. Kisscsapágy - RENDELÉS - SZR201901238 - SZÉV2019-0109 - BEGA csapágylehúzó készlet"
SZÉV2019-0110,0,"GYE
EG",03.06,,0,03.06,,M14262,Bocz,Twin-65,biztonsági üveg,"Szia Tünde!

Kérlek rendeld meg Fenyvesitől SOS!
Jelezzünk vissza SZÉV-nek, hogy mikorra kerülhet be hozzájuk!

1 db 200371040 - Biztonsági üveg",03.06. SA: Beérkezett. Ma bekerült a SZÉV-be.
SZÉV2019-0111,0,"GYE
EG",03.06,1,0,,,-,SZÉV Tartalék,-,SZÉV2019-0111 Igény - Szerszámigény két új szervizes elektromos szerelő,,"06.19. EG: Ez beragadt nálam, kérem utaljuk el!

R166/2019        Eurowind Kft        71 270 Ft        RENDELÉS - SZERSZÁMOK - SZÉV2019-0111 - 26293 - AEG fúró-csavarozó        díjbekérő SOS        GYE - SZÉV"
SZÉV2019-0112,0,"GYE
IJ",03.06,1,0,03.20,,-,Kis Róbert Sándor EV,Tomill-160,Tomill-160 csapágyak,"Igény: 1 pár 7009 CTRDULP4, 1 db 7009CTRV1VSULP4
Csütörtökön (03.07.) Csizmadia Zolival egyeztetve, mi van kint raktáron","03.07. EG: Megrendelve, fizetendő.
RENDELÉS - SZR201900868 - SZÉV2019-0112 - Tomill 160 - orsócsapágyak
03.20. SA: Beérkezett Lóri viszi be"
SZÉV2019-0113,0,"GYE
EG",03.06,,0,03.13,,-,SZÉV Tartalék,-,Átmérő 4-es kúpos dörzsár,,
SZÉV2019-0114,1,IMP,03.06,,0,,,,SZÉV Tartalék,-,15db  21-00001048-00 Jeladó / Tamagawa TS5208N510/TTL/1024P/U/6P/LDOIH-48,"szállító:Bomatec;
Babett:Február közepén rendeltünk belőle 20 db-ot, sajnos májusra igazolta vissza.
Amit sikerült elérni nála, hogy 2 db-ot elküldjön március 22-én. Várható érkezés: márc. 25-26
Mellékelten visszaigazolása.
Tehát előbb sajnos nem lesz ilyenünk... (esetleg van kiváltó terméke?);
",
SZÉV2019-0115,0,"GYE
EG",03.07,,1,,,-,Esztergomi Szerszámgépgyár,MZP-3,"1 db 6310 ZZ C3, 1 db 6312 ZZ C3",,
SZÉV2019-0116,0,"GYE
EG",03.08,,1,,,M15089,Litze,Chiron,1 db 10-10005342-00 SMC SY5200-5U1 szelep,,"03.08. EG: RENDELÉS - SZÉV2019-0116 - M15089 CHIRON Fz-18W - Szelep
1 db Pneumatika / 5/2 mágnesszelep bistabil 24VDC (SY5200-5U1)
10 db Levegőcsatlakozó rögzítő csipesz (2000449944 számú rendelésben szállított szelepszigethez)
03.13. SA: Beérkezett a szelep, ma bekerül a SZÉV-be
EG: A csatlakozó rögzítő nem volt polcon sehol, 04.16-án várható a szállítás indítása!"
SZÉV2019-0117,0,IMP,03.01,,0,,,,DUNAFERR LABOR Nonprofit Kft,PSGS 4080AHR,"Igény: árajánlat
Megjegyzés: 
-tengelykapcsoló (hosszában elrepedt) part.no:SD5112A*
-fogasléc (elkopott a fogazás) part.no:SD2111A*","szállító:Proth
03.11.Edit:csatolva az ajanlat. Nem ertem, hogy miert mas alkatresz szamokra hivatkozik, megvaltoztak az alkatresszamok?? Visszakerdeztem.. 
Küldött képet, ellenőrizzétek légy szi' , hogy akkor ez kell -e, mert az alk. rész  száma már változott, az árajánlatukon más szerepelt, mint amire ti hivatkoztatok, ezért kérdeztem vissza, hogy biztos jót ajánlottak -e ki..Nézzétek meg a képet is..
03.29. árajánlat elküldve üf-nek;
04.02. megrendelte az üf->elindítottuk a rendelést;
04.10. feladta a szállító, TNT:165148462
04.17. megérkeztek, GLS-el kipostázva üf-nek",
SZÉV2019-0118,0,"GYE
EG",03.11,,0,03.19,,-,SZÉV Tartalék,-,Fejes Ati SZÉV Szerszámigény,,EG: 03.11. Megrendelve minden
SZÉV2019-0119,0,"GYE
IJ",03.12,,1,03.12,,M14181,Litze,EmR-1020D,Litze AiS100 (10 000 rpm?) főmotor felújítás,"1 pár GMN S6208 C TXM ABEC7 DUL, 1 db 6206 TCG 12P4, 1(+1) db fehér BM-D80 jelölésű kuplung kereszt","03.13. IJ: A tegnapi szállítmánnyal beküldve 5 készlet XCSE csapágykészlet,valamint   Litze n= 10000 1/p az eredetivel egyező régi csapágyazás."
SZÉV2019-0120,0,"GYE
SA",03.12,,0,ok,,-,Kis Róbert Sándor EV,Tomill-160,SZÉV2019-0120 Igény - 4-es kúpos csapszeg,,
SZÉV2019-0121,0,"GYE
SA",03.12,,0,04.18,2019/000000287,M11300,SONIMA KFT,EmL-1020D,"2db oldalajtó kilincs, 1db nyomásmérő óra",03.29 újra elküldve az igény..,"S.A. 2019/04/17 - A zárakat ma beküldöm.
A nyomásmérő órát nem tudom egyértelműen beazonosítani.
Vissza tudjuk ellenőrizni a csatolmány szerint?"
SZÉV2019-0122,0,"GYE
EG",03.13,,0,,???,,Santavecz Kft.,SLT,szíj,"Szükségünk van 2 db Optibelt RB PL1841 szíjra (1 db szíj 75,59 mm széles).","03.13. EG: megrendelve, Lóri hozza
03.18. Lóri behozta SZÉV-be"
SZÉV2019-0123,0,,18.11.09.,,,,ok,M14166,DiGép,HG-400,,"18.11.09. Szászi Dani:Átbeszéltem Endrődi Gáborral az átmeneti szerszámcserélő kar hibáját. Nem biztos, hogy a szelep cseréje megoldja a problémát. Kérlek, egy környékbeli szervízelés alkalmával szereljétek le az átmeneti szerszámcserélő karhoz tartozó munkahengert és küldjétek ki Taksonyba bevizsgálásra
2019.03.01. voltunk szervizelni és cserélték a szelepet...kimaradt kb.fél év levelezés :(",04.03. EG: Megadtam az árat
SZÉV2019-0124,0,,03.13,,1,,???,,Esztergomi Szerszámgépgyár,Deckel-MAHO 5100,Baumüller DS100 felújítás,1(+2) db 55x40x8 NBR 70 szimering,"03.18. Lóri behozta SZÉV-be
04.03. EG: megadtam az árat"
SZÉV2019-0125,0,"GYE
EG",03.14,,1,03.19,,M15086 ,Industriebedarf Krüger,HG-400 (V.)(006)HG-400 III PALETTA POOL,,"1 db láncterelő vas rajz szerinti gyártása

70046933-00 - Szerszámtár láncfeszítő.pdf","03.14. EG: Juhász - SOS RENDELÉS - SZR201901009 - SZÉV2019-0125 - M15086 HG-400 - Paletta pool láncfeszítő
03.19. EG: Ma megkapta Kovács Peti"
SZÉV2019-0126,0,IMP,11.26,2,0,,,M14244,Litze ,EmR-1020D ,"GSA CNC-200R körasztalhoz árajánlatot kérünk Worm wheel [04] és Worm shaft [16] alkatrészekre (MFG.NO: 15200R1316
MFG.DATE: 2015-03);","12.03. BD:Nekünk csak a csigatengelyre és legfőképpen a csigakerékre van szükségünk ennél a körasztalnál.
A gyártó által megadott worm shaft kit, ahogy látom, nem tartalmazza a csigakereket.

Pontos megnevezések:
- [4] Worm wheel - 2103440160000 - CNC170R-016-0-0
- [16] Worm shaft - 2103440150007 - CNC170R-015-0-7
12.06. Edit küldött árakat->kiajánlva üf-nek;
2019.02.28. megrendelt az üf;
03.04. Babett küldte a proformát,ha ezt elfogadjuk 30 nap mire legyártja, utána attól függ, hogy hajóval (35nap) vagy repülővel (5nap) hozzuk majd el.
03.05. AA: jöhet repülővel;
03.15. Babett:Alábbi SZÉV tétel feladásra kerül. Kérem szépen elutalni. (meg a másik GSA PI190225-01 / M18007 / CNC-170R / 2 703 is lehet majd lassan..)
04.23 megérkeztek az alkatrészek","03.15. Babett Fizetendő
PARTNER: GSA
SZÁMLASZÁM:PI190304-02
ÖSSZEG:1 957USD
FIZETÉSI HATÁRIDŐ:2019.03.18"
SZÉV2019-0127,1,LOG,03.18,,1,,,-,SZÉV Tartalék,AiS132,Újratekercselés - Dévaványa,,
SZÉV2019-0128,0,"GYE
EG",03.18,,1,03.19,,M15086 ,Industriebedarf Krüger,HG-400 (V.)(006)HG-400 III PALETTA POOL,paletta cserélő szelepek,"2 db 10-00003755-00,Tartalék / Hidraulika szelep revolverfejhez  DSG-01-3C4-A110-50
1 db 10-00003757-00,Tartalék / Hidraulika szelep revolverfejhez DSG-01-2D2-A110-50",03.19. EG: Ma megkapta Kovács Peti
SZÉV2019-0129,1,KE,03.18,,0,,,"M11288
M09006
M12085",Bíró Kft.,"1.KONDIA B640;CNM-001
2.EmL850CNC-15-CNM-005(07419)
3.AXA VSC1820-1-CNM-007(84335)
4.Chiron FZ-22L;CNM-006(17694111100)","2db LED-es lámpa (típus:GA 6983K LG158-10W;220-240VAC 50/60Hz); 
1db 6 kapcsolós Balluff kapcsolósáv homlok csavarozással;
1db 4 kapcsolós Euchner kapcsolósáv oldalsó csavarozással;
",,
SZÉV2019-0130,0,IMP,03.18,,0,,,M10169,Bionika,MM-760-5AX,"szállító:Buffalo
CEN03 kenőtáp tartálya külön kapható-e? Több helyen is jelezték, hogy csak maga a műanyag tartály sérült
","03.20. kaptunk árakat NCT-PI-108032003
Kiajánlva üf-nek;
Megrendelték->postázva",
SZÉV2019-0131,0,IMP,03.18,,0,,,M11159,Robot-X,GH-1440A,"szállító: NANTON
árajánlatot kérünk -07-34 Tool Post Pin, GB83-10x50 Tool Lock Screw ","03.20. Üf kéri, elindítottuk a beszerzést;
10-00037316-00 Tartalék / GH-1440 / Alkatrészek
04.03. megjött az alkatrész",
SZÉV2019-0132,0,"GYE
EG",03.18,,0,03.22,,M06079,Magyarmet Kft.,GD-5DT,SZR2019/01029 Z golyósorsó elküldve bevizsgálásra Szimikronhoz,,"03.19. EG: Ma lekerült a Szimikronhoz
03.22. EG: Elkészült, ma elhozza a SZÉV"
SZÉV2019-0133,0,IMP,03.19,,0,,,-,SZÉV Tartalék,Tomill,"szállító.:Slovtos
SZR2019/01033 10db szerszámtartó zseb",,
SZÉV2019-0134,0,"GYE
EG",03.19,,1,ok,,-,Berta Istvánné,EPA 320 dugattyú eszterga,,"1 db 500-5M b = 15 mm széles fogas szíj
1 db 420-T5 b = 10 mm (z=84 fog) széles fogas szíj 
2 db 6205 ZZ csapágy
1 db 90.00 mm x 4.50 mm O-gyűrű
1 db 5 mm x 30mm retesz","1 db 500-5M b = 15 mm széles fogas szíj - Raktáron. 10-00002478-00
1 db 420-T5 b = 10 mm (z=84 fog) széles fogas szíj - Megrendelve Power belttől. T542077ZA
2 db 6205 ZZ csapágy - Raktáron.
1 db 90.00 mm x 4.50 mm O-gyűrű  - Megrendelve - Plus&Roll
1 db 5 mm x 30mm retesz - Raktáron 5x5x30"
SZÉV2019-0135,0,"GYE
EG",03.19,1,1,03.21,,M14181,Litze,EmR-1020D,,"Forgócsatlakozó / Deublin (1109-020-188) forgócsatlakozó,20-00002158-00","03.20. EG: Megrendelve a helyes típus!
Spinex - SOS RENDELÉS - SZR201901056 - SZÉV2019-0135 - M14181 EmR-1020D - DEUBLIN 1109-023-212
03.22. EG: Tegnap beérkezett egyből a SZÉV-be"
SZÉV2019-0136,0,"GYE
EG
AKAI",03.20,,1,04.02,,-,Berta Istvánné,EPA 320 dugattyú eszterga,,"70045678-00 - Szijtarcsa-hajto
70045679-00 - Szijtarcsa-hajtott","03.22. EG: Megrendelve:

PowerBelt - BELSŐ RENDELÉS - ZR201901112 - SZÉV2019-0136 - Ovál eszterga szíjtárcsa
N+K - RENDELÉS - SZR201901113 - SZÉV2019-0136 - Szíjtárcsák átmunkálása
Csa-Ta - BELSŐ RENDELÉS - SZR201901114 - SZÉV2019-0136 - Szíjtárcsák vésése

Akai Gabi!

Kérlek írd bele a jegyzékbe a szíj hosszát és szélességét!"
SZÉV2019-0137,0,"GYE
EG",03.20,,1,03.21,,M020202,Bervina,Tomill-160,1db T5-255/10mm,1db T5-255/10mm,"PowerBelt - BELSŐ RENDELÉS - SZR201901086 - SZÉV2019-0137 - 1 db SZÉV M020202 Tomill-160; 1 db SZÉV raktár
03.21. Beérkezett egyből a SZÉV-be"
SZÉV2019-0138,0,"GYE
SA",03.21,,,OK,"???
03.29 Gina",M15247,HAJDU AUTOTECHNIKA IPARI ZRT,EmB-1600/40CNC(NCT202;M15247)(08091;M08223),Főorsó menesztő dió,SOS- főorsókúp: SK40,"EG: DIN69872 szerszámtartóhoz, tehát nem BT-s!"
SZÉV2019-0139,0,"GYE
SA",03.22,,1,03.25,,M11357,Magyarmet Kft.,Gildemeister GD-5DT,,"1(+1) db átmérő 10 mm x 70 mm kúpos illesztő szeg
1(+1) db 40x52x7 szimering",
SZÉV2019-0140,0,IMP,03.25,,0,01.28,,,Dr. Varga EV,Selica SC32,"""X"" golyósorsó","szállító:Selica
1 db ""X"" golyósorsóra ÁA és mihamarabbi szállítási határidő
03.26. BD:Igény: 2 db ""X"" és 1 db ""Z"" golyósorsóra ÁA és mihamarabbi szállítási határidő
04.08 Edit küldött árakat (SELO-190408AR1)",Beérkezett a 2 db X és 1 db Z golyósorsó
SZÉV2019-0141,1,IMP,02.19,1,0,,,M13061/M15206?,SPH PLUSZ KFT.,MM-760,"beszállító:Buffalo
Árajánlatot kérnek esernyős tár tárcsa cserére. 10-00009562-00 Szerszámtár tárcsa L4C16-B0 16T DIN#40 (Spare / MM-430 / Tool changer disc L4C16-B0 16T DIN#40)","03.21. EG:Van raktáron gépről leszerelt tár, ha elfogadta az ügyfél az árajánlatot, beküldjük a komplett tárat szétszerelésre, utána ha visszapótoljátok importból a tárcsát akkor jöhet vissza!
03.25. EG:Ma bekerült Fogarasira (03.06-án beszereltük az üf-nek)
Edit küldte az árat (PI 108022002 NCT-B-19-303)
SZE:Megrendelve, ha aktuálissá válik, akkor sürgetni kell a pénzügyet, hogy fizessen. Előre fizetéses...10 nap legyártani!
",
SZÉV2019-0142,0,GYE,03.26,,0,,,,Dr. Varga EV,SC-32,"SC-32 X golyósorsó összeszerelése, bevizsgálása","SZR2019/01163 Szimikronhoz küldjük GLS-el
03.28. visszajött a javított golyósorsó",
SZÉV2019-0143,0,GYE,03.27,,1,,ok,,Manz Automation Hungary,,Rotex kuplung,,"03.27. SA:Elkészült a kuplung.Kitettem az asztalra. holnap bekerül.
GS24/28 
L=74 mm helyett 76,5mm
D=55 mm
d1=20 mm
d2= 19 mm
03.28. kipostázva Berettyóba Fejes Attinak (Gina)
04.03. EG: Megadtam az árakat"
SZÉV2019-0144,0,,03.27,,0,,,-,MWT Technology Kft.,-,1db levegő pisztoly,Kanczler Gergő kérése,
SZÉV2019-0145,0,IMP,03.27,,1,,,,Plastic-Form Kft.,,3 db 576-8YU-26 szíjra (72 fogú). 1 db SOS!,"04.02. SZE:Kifizettük most, holnap feladják TNT  Expressel
04.03. TNT nyomkövetési:163294272",
SZÉV2019-0146,0,GYE,03.28,,0,,OK,-,Turnings Kft.,SC-32,"1db főorsó szíj, 920-80-24mm","Telefonon lett előzetesen jelentve, Adrián megnézi, hogy milyen szélességű szíj kell pontosan;",
SZÉV2019-0147,0,"GYE
IJ",03.28,,,04.04,,,,HG-400,,"Szerszámcserélő javítása:
- Szerszámcserélő agy fémszóratása és köszörülése","04.01. Rotima - RENDELÉS - SZR201901245 - SZÉV2019-0147 - HG-400 - Szerszámcserélő agy javítása
04.04. EG: Elkészült, ma bekerül a SZÉV-be"
SZÉV2019-0148,1,LOG,03.28,,0,,,-,Berta Istvánné,EPA-320 ovál eszterga,1 db A3-54-30-EH/4096-Z1,,
SZÉV2019-0149,0,GYE,03.28,,0,,2019/000000236,M12317,First-Tech Kft.,TB-20YAMS,1db 10-00027790-00 RC8 meghúzó,,
SZÉV2019-0150,1,IMP,03.28,,,,,M16268,Bocz,KMC-5135,"fej problémák;
megoldási javaslat, és gépkönyv a hosszabbító és az univerzális fejről is.
","SZE:Szia! próbáld meg légy szi úgy fogalmazni, hogy le is tudjam fordítani és megértsék.. 
Picit műszakilag pontosabb, mert ez a műszaki zsargonnal nem tudok mit kezdeni, mivel nem vagyok műszaki végzettségű így nem tudom mire célzol..

Ha ez a mondatot lefordítom szó szerint angolra  ""A főorsóban benne maradt 0,015mm. "" akkor annak semmi értelme nem lesz műszakilag angolul.
Kiemelés, leültetés mit jelent? Írd körül légy szíves.. Köszi
",
SZÉV2019-0151,0,GYE,03.29,,1,,2019/000000284,-,EPTECH,Tomill-280,esernyős tár mozgató szelep,-,S.A: 2019/04/17 bekerülnek  a szükséges tételek - Raktárközi: 2019/000000284
SZÉV2019-0152,0,GYE,03.29,,0,,,M15318,SZÉV Tartalék,HG-400III,,"3 db 35x40 ringfeeder
2 db 32x36 ringfeeder
1 db NTN KRX 15x30x40PXI
1 db NTN KRX 12x22x34.5PXI

- az ötvényházat és burkolatokat kiküldtem Taksonyba újrafestésre. Ami kint Taksonyban használatos gépfehér szín van a fényezőknél, az jó lesz.","02.22. Plusz&Roll - SOS RENDELÉS - SZÉV2019-0086 - HG-400 - csapágyak - Rákérdezni
04.08. EG: Ma bekerül a SZÉV-be:
3 db 35x40 ringfeeder
2 db 32x36 ringfeeder
1 db NTN KRX 12x22x34.5PXI  

Még beszerzés alatt van:
1 db NTN KRX 15x30x40PXI
S.A. 2019/04/17 beérkezett a hátralék és be is került."
SZÉV2019-0153,0,GYE,03.29,,0,,,-,Vörös Ipari,-,4 db 20 baros szűrőbetét,10-00001468-00 HYP.PFH152N8S310MB7V-Q320503 (HY-PRO HP152NL8-10 MB),
SZÉV2019-0154,0,SZÉV,03.29,,1,ok,,M020202,Bervina,Tomill-160-2,esernyős szerszámtár munkahenger,Slovtostól megrendelve,
SZÉV2019-0155,1,IMP,03.29,,0,,,M04033,IRUM S.A,K-HM1060,"Árajánlat kellene új ""X"" golyósorsóra, illetve ""Y"" kocsikra és vezetékvédő koszlehúzókra",,
SZÉV2019-0156,0,GYE,04.01,,1,04.04,,M16089,PEMÜ Zrt,Hurco,X-tengely szíj Megadyne 420-RFP5-35,,"04.04. Rolling-tól megrendelve
10-10005286-00 Szíj / RPP5/420/35 mm fogazott szíj Megadyne"
SZÉV2019-0157,1,IMP,03.29,,0,,,M12061,Petrus,BNC-1800P,íves ablak,"szállító:Buffalo
megrendelve 2db L-5904-00102 Safety Glass PC6 (535x495x17.5mm-R987.5) ablak
LR:Beszéltem Petrus Úrral, ráér neki a következő gépszállítmánnyal, nem szükséges bereptetni, tudják használni a gépet.
Az ajánlatban lévő 2 db-ot kérjük (NCT-PI-107122004).
",
SZÉV2019-0158,0,GYE,04.01,,0,04.08,,,SZÉV Tartalék,HPB VM132L,SOS SZÉV2019-0158 Igény - HPB VM132L motor jeladózás ,"Igény: 1 db jeladó csap és forgórész tengelyvég átmunkálása rajzi utasítás szerint

Rajzok elérési útvonala:
\\10.0.3.241\gépészet\SZÉV\70046940-00 - M15124 Dal tim  HPB VM132L főmotor tengely öá\Rajzok\","04.02. For-Tech - RENDELÉS - SZR201901278 - M15124 - HPB VM132L - Főmotor tengely öá. - Motor tengely átm. és jeladó tartó
04.08. SA: Beérkezett, ma bekerül a SZÉV-be"
SZÉV2019-0159,X,IMP,04.02,,0,,,M16097,Metal Grinding,BNC-446,"SZÉV2019-0159 IMPORT Igény - BNC-446 ""X"" szán szíjtárcsák és szíj","szállító:Buffalo
Igény: Árajánlat és szállítási határidő 1 db HTD-P27-5M-20 szíjtárcsa*, 1 db Fagor motorszíjtárcsa**, 1 db 475-5M-20 szíj*** 

Megjegyzés: mellékeltem a gyári robbantott ábrát, (lásd: MP-446 Spare Parts X pulley.pdf) és alkatrészjegyzéket, mely alapján az alkatrészek megnevezése:
*46. E-ARNF-51009-01 - HTD-P27-5M-20(Fagor)
**47. E-ARNF-51011-01 - Fagor
***48. L-0902-00028 - HTD-475-5M-20(Fagor)
04.03. kaptunk árakat Edittől - NCT05002 MP446 161121351 NCT-PI-108040311
üf-nek kiajánlva (A2019_01195)
04.08. nem kéri az üf",
SZÉV2019-0160,0,GYE,04.02,,1,04.05,,M16301,Csaba-Metál,HTL-52,SZÉV2019-0160 Igény - Microcut HTL-52 szegnyereg,"Igény: tételesen, O-gyűrűk, NBR 70
1(+1) db G30 (29.40 mm x 3.10 mm)  
2 db G50 (49.40 mm x 3.10 mm)
1(+1) db P26 (25.70 mm x 3.50 mm)  
2 db P30 (29.70 mm x 3.50 mm)
1(+1) db P38 (37.70 mm x 3.50 mm)
1(+1) db P49 (48.70 mm x 3.50 mm)  
2 db P90 (89.60 mm x 5.70 mm)

Megjegyzés: ezek az O-gyűrűk a gyári Parts List-ben szerepelnek a Szegnyeregnél. Annak az alsó felébe kellenek.","04.03. Plusz&Roll - RENDELÉS - SZÉV2019-0160 - M16301 HTL-52 - Szegnyereg o-gyűrűk, 04.04. nap végére várhatók"
SZÉV2019-0161,0,GYE,04.02,,1,04.10,,M15268,MST,EmR-1304B,SZR201901285 Spinexhez elküldve a főorsó javításra;,,"04.09. EG: Elkészült, feladják futárral., Kérünk mérési jegyzőkönyvet."
SZÉV2019-0162,1,KE,04.02,,0,,,-,Esztergomi Szerszámgépgyár,-,"30m, 12eres TTL mérőrendszer kábel",,
SZÉV2019-0163,0,IMP,04.03,,0,04.23,,M15268,MST Engineering,EmR-1304B,SZÉV2019-0163 IMPORT Igény - Royal SK40 (10 000 rpm) szíjas főorsó,csak árat szerettünk volna tudni: 2800 USD + TNT,
SZÉV2019-0164,1,KE,04.02,,0,,,-,KM CNC,-,3db Balluff BNS 819-B02-D12-61-12-10 végálláskapcsoló,,
SZÉV2019-0165,0,IMP,04.03,,0,05.08,,M10336 ,Bíró Kft. ,Jinn-Fa JSL-32AB /Protur 2x2/,"szállító:Jinnfa
hajtott szerszámos csomag
04.09. Edit küldött árakat",,
